orderId,orderType,user,store,partner,buy,sell,Payment Mode,status,charge,extraCharges,Date,store name
16684,0,677,134,4989,220,220,Cash,Delivered,25,0,"Tuesday, 4 April, 2023",Hotel Vallavan
16902,0,6062,8,4270,540,540,Cash,Delivered,20,0,"Wednesday, 5 April, 2023",MISTAKE
10153,0,642,137,4739,450,450,Cash,Delivered,30,5,"Friday, 17 February, 2023",Megabites
17103,0,2849,135,3878,,,,Cancelled,0,0,"Thursday, 6 April, 2023",Hotel Sri Annapoorani
17186,0,4837,142,227,130,130,Cash,Delivered,25,0,"Friday, 7 April, 2023",Asma Briyani
9959,0,5652,142,4133,70,70,Cash,Delivered,45,5,"Wednesday, 15 February, 2023",Asma Briyani
17268,1,2852,182,6133,50,50,Cash,Delivered,20,10,"Saturday, 8 April, 2023",Others
17331,0,363,142,5597,380,380,Cash,Delivered,40,0,"Saturday, 8 April, 2023",Asma Briyani
10059,0,3802,136,834,220,220,Cash,Delivered,20,0,"Thursday, 16 February, 2023",Anwaria
17459,1,2737,151,227,100,100,Cash,Delivered,15,0,"Sunday, 9 April, 2023",Arun Ice Cream
10249,1,931,135,4739,110,110,Cash,Delivered,15,0,"Saturday, 18 February, 2023",Hotel Sri Annapoorani
10615,1,4138,197,4989,109,109,Cash,Delivered,10,0,"Tuesday, 21 February, 2023",Bon Bon
10614,1,4138,186,4989,117,117,Cash,Delivered,10,0,"Tuesday, 21 February, 2023",Best maligai
10436,0,5467,142,4053,310,310,Online,Delivered,40,0,"Sunday, 19 February, 2023",Asma Briyani
10616,1,4138,182,4989,55,55,Cash,Delivered,10,15,"Tuesday, 21 February, 2023",Others
10697,0,1186,139,4739,120,120,Cash,Delivered,25,0,"Tuesday, 21 February, 2023",Swathi Mess
10775,0,3091,182,4270,1325,1325,Cash,Delivered,50,15,"Wednesday, 22 February, 2023",Others
10853,0,970,152,3710,140,140,Cash,Delivered,25,0,"Thursday, 23 February, 2023",Saravanabhavan
10897,0,202,173,4739,99,99,Cash,Delivered,25,10,"Thursday, 23 February, 2023",Master Bakery
10966,0,2623,158,289,159,159,Cash,Delivered,20,10,"Friday, 24 February, 2023",Aryabhavan
11031,0,986,134,227,520,520,Cash,Delivered,20,5,"Friday, 24 February, 2023",Hotel Vallavan
9862,0,1171,152,3710,100,100,Online,Delivered,20,0,"Wednesday, 15 February, 2023",Saravanabhavan
11092,0,989,139,3710,410,410,Cash,Delivered,20,0,"Saturday, 25 February, 2023",Swathi Mess
17394,0,3327,8,4739,280,280,Online,Delivered,0,0,"Saturday, 8 April, 2023",MISTAKE
12672,0,2266,211,3710,300,300,Cash,Delivered,20,0,"Wednesday, 8 March, 2023",Athi
12788,0,5666,135,4739,205,205,Cash,Delivered,25,0,"Thursday, 9 March, 2023",Hotel Sri Annapoorani
12910,0,2480,210,4133,400,400,Cash,Delivered,0,0,"Thursday, 9 March, 2023",Pending payment
13036,0,3710,160,3710,80,80,Cash,Delivered,20,0,"Friday, 10 March, 2023",NS hotel
13301,0,174,193,3489,160,160,Cash,Delivered,20,10,"Sunday, 12 March, 2023",Royal Chicken
13428,0,1501,152,1054,129,129,Cash,Delivered,20,5,"Sunday, 12 March, 2023",Saravanabhavan
13565,0,2486,196,3710,800,800,Cash,Delivered,20,0,"Monday, 13 March, 2023",Hotel Kamara
13726,0,2298,139,834,30,30,Cash,Delivered,25,5,"Tuesday, 14 March, 2023",Swathi Mess
13167,1,4027,209,1054,320,320,Cash,Delivered,15,0,"Saturday, 11 March, 2023",SIVAGANGA KITCHEN
13168,1,4027,149,1054,150,150,Cash,Delivered,15,10,"Saturday, 11 March, 2023",Manoharan Juice Center
13892,0,3924,171,4739,700,700,Cash,Delivered,40,10,"Thursday, 16 March, 2023",Wikkis Bakery
14057,0,3108,149,3710,100,100,Cash,Delivered,25,5,"Friday, 17 March, 2023",Manoharan Juice Center
14228,0,5896,7,3710,40,40,Cash,Delivered,20,0,"Saturday, 18 March, 2023",Kolambu Kadai
14399,0,5975,143,289,0,0,Online,Delivered,35,10,"Sunday, 19 March, 2023",Rawther Briyani
16794,0,5643,142,5597,600,600,Cash,Delivered,80,20,"Wednesday, 5 April, 2023",Asma Briyani
14865,0,6029,182,4989,45,45,Cash,Delivered,20,10,"Wednesday, 22 March, 2023",Others
14598,1,4658,143,289,320,320,Cash,Delivered,13,0,"Monday, 20 March, 2023",Rawther Briyani
14599,1,4658,134,289,90,90,Cash,Delivered,13,5,"Monday, 20 March, 2023",Hotel Vallavan
15463,0,958,152,227,102,102,Cash,Delivered,25,5,"Sunday, 26 March, 2023",Saravanabhavan
14544,0,4916,186,3710,2477,2477,Online,Delivered,40,10,"Monday, 20 March, 2023",Best maligai
16014,0,6028,182,289,750,750,Cash,Delivered,25,10,"Thursday, 30 March, 2023",Others
15017,0,162,8,834,995,995,Cash,Delivered,35,0,"Thursday, 23 March, 2023",MISTAKE
10154,0,250,139,4053,240,240,Online,Delivered,25,0,"Friday, 17 February, 2023",Swathi Mess
14750,0,3775,158,4053,108,108,Online,Delivered,40,10,"Tuesday, 21 March, 2023",Aryabhavan
15728,0,6093,152,3710,110,110,Cash,Delivered,20,5,"Tuesday, 28 March, 2023",Saravanabhavan
15607,0,2279,135,4053,170,170,Cash,Delivered,25,0,"Monday, 27 March, 2023",Hotel Sri Annapoorani
15162,1,219,197,834,85,85,Cash,Delivered,15,0,"Friday, 24 March, 2023",Bon Bon
16568,0,6160,152,3710,75,75,Cash,Delivered,20,5,"Monday, 3 April, 2023",Saravanabhavan
15163,1,219,182,834,10,10,Cash,Delivered,15,10,"Friday, 24 March, 2023",Others
16300,0,6136,139,6133,240,240,Cash,Delivered,45,5,"Saturday, 1 April, 2023",Swathi Mess
15868,0,5328,134,1054,190,190,Cash,Delivered,40,0,"Wednesday, 29 March, 2023",Hotel Vallavan
15315,0,5895,139,3489,96,96,Cash,Delivered,20,0,"Saturday, 25 March, 2023",Swathi Mess
16159,0,6117,6,289,299,299,Cash,Delivered,20,10,"Friday, 31 March, 2023",BON BON ORDERS
16442,0,5259,143,289,670,670,Cash,Delivered,45,0,"Sunday, 2 April, 2023",Rawther Briyani
16903,0,4581,206,4133,100,100,Cash,Delivered,25,10,"Wednesday, 5 April, 2023",Happy day
17102,0,4800,135,4739,95,95,Cash,Delivered,20,0,"Thursday, 6 April, 2023",Hotel Sri Annapoorani
16685,0,4683,139,4270,240,240,Cash,Delivered,25,0,"Tuesday, 4 April, 2023",Swathi Mess
17008,0,4013,134,4989,230,230,Cash,Delivered,35,0,"Thursday, 6 April, 2023",Hotel Vallavan
17104,0,554,135,4739,185,185,Cash,Delivered,50,10,"Thursday, 6 April, 2023",Hotel Sri Annapoorani
17187,0,2486,143,227,260,260,Cash,Delivered,20,0,"Friday, 7 April, 2023",Rawther Briyani
17332,0,5364,152,3710,110,110,Cash,Delivered,20,5,"Saturday, 8 April, 2023",Saravanabhavan
10062,1,3031,152,4053,190,190,Cash,Delivered,10,10,"Thursday, 16 February, 2023",Saravanabhavan
10061,1,3031,139,4053,50,50,Cash,Delivered,10,0,"Thursday, 16 February, 2023",Swathi Mess
10060,1,3031,135,4053,120,120,Cash,Delivered,10,0,"Thursday, 16 February, 2023",Hotel Sri Annapoorani
10351,1,4678,179,3710,400,400,Cash,Delivered,18,30,"Sunday, 19 February, 2023",Royal Sea Foods
17396,0,5001,197,4989,555,555,Cash,Delivered,25,10,"Saturday, 8 April, 2023",Bon Bon
9960,0,3489,142,4989,100,100,Online,Delivered,0,0,"Wednesday, 15 February, 2023",Asma Briyani
10352,1,4678,187,3710,120,120,Cash,Delivered,18,5,"Sunday, 19 February, 2023",Ramanathan vegetable
10251,0,2266,211,4270,480,480,Cash,Delivered,20,0,"Saturday, 18 February, 2023",Athi
10437,0,1235,136,289,90,90,Cash,Delivered,25,0,"Sunday, 19 February, 2023",Anwaria
10527,1,1783,134,4739,110,110,Cash,Delivered,12,5,"Monday, 20 February, 2023",Hotel Vallavan
10528,1,1783,206,4739,40,40,Cash,Delivered,12,5,"Monday, 20 February, 2023",Happy day
10526,1,1783,197,4739,248,248,Cash,Delivered,12,5,"Monday, 20 February, 2023",Bon Bon
10617,0,954,143,3710,1500,1500,Cash,Delivered,25,5,"Tuesday, 21 February, 2023",Rawther Briyani
10698,0,2269,152,3710,75,75,Cash,Delivered,30,5,"Tuesday, 21 February, 2023",Saravanabhavan
17462,0,2726,135,6133,110,110,Cash,Delivered,35,5,"Sunday, 9 April, 2023",Hotel Sri Annapoorani
10776,0,967,197,3710,486,486,Cash,Delivered,30,10,"Wednesday, 22 February, 2023",Bon Bon
26011,0,4056,20,2445,1420,1420,Cash,Delivered,25,5,"Saturday, 3 June, 2023",super suvai
17269,0,3265,160,6133,122,122,Online,Delivered,20,0,"Saturday, 8 April, 2023",NS hotel
9863,0,899,168,4270,0,0,Online,Delivered,350,50,"Wednesday, 15 February, 2023",Alifat Delights
17461,0,2822,136,3710,220,220,Online,Delivered,30,0,"Sunday, 9 April, 2023",Anwaria
12673,0,1233,138,4739,170,170,Cash,Delivered,25,0,"Wednesday, 8 March, 2023",Malairam
12911,0,1533,135,3710,590,590,Cash,Delivered,20,0,"Thursday, 9 March, 2023",Hotel Sri Annapoorani
13037,0,1987,143,834,110,110,Cash,Delivered,25,0,"Friday, 10 March, 2023",Rawther Briyani
13169,0,42,171,1054,350,350,Cash,Delivered,25,10,"Saturday, 11 March, 2023",Wikkis Bakery
13302,0,4794,152,834,260,260,Cash,Delivered,30,5,"Sunday, 12 March, 2023",Saravanabhavan
13429,0,3173,138,3710,475,475,Cash,Delivered,20,5,"Sunday, 12 March, 2023",Malairam
13566,0,2752,197,4133,0,0,Cash,Delivered,0,0,"Monday, 13 March, 2023",Bon Bon
13893,0,396,152,4989,137,137,Cash,Delivered,20,5,"Thursday, 16 March, 2023",Saravanabhavan
13727,0,5922,135,4739,110,110,Cash,Delivered,50,0,"Wednesday, 15 March, 2023",Hotel Sri Annapoorani
14229,0,2667,143,834,340,340,Cash,Delivered,20,0,"Saturday, 18 March, 2023",Rawther Briyani
15608,0,5159,152,227,142,142,Cash,Delivered,35,5,"Monday, 27 March, 2023",Saravanabhavan
14866,0,5170,135,4133,36,36,Cash,Delivered,20,0,"Wednesday, 22 March, 2023",Hotel Sri Annapoorani
14400,0,931,152,4739,220,220,Cash,Delivered,30,5,"Sunday, 19 March, 2023",Saravanabhavan
14059,1,5155,186,3878,,,,Cancelled,0,0,"Friday, 17 March, 2023",Best maligai
12789,1,2822,152,289,100,100,Online,Delivered,18,0,"Thursday, 9 March, 2023",Saravanabhavan
14058,1,5155,187,3710,390,390,Cash,Delivered,15,15,"Friday, 17 March, 2023",Ramanathan vegetable
12790,1,2822,151,289,36,36,Online,Delivered,18,10,"Thursday, 9 March, 2023",Arun Ice Cream
16569,1,2697,152,4989,103,103,Cash,Delivered,13,0,"Monday, 3 April, 2023",Saravanabhavan
16443,0,2219,134,227,280,280,Cash,Delivered,20,0,"Sunday, 2 April, 2023",Hotel Vallavan
14600,0,1254,136,4053,150,150,Online,Delivered,20,0,"Monday, 20 March, 2023",Anwaria
14545,0,1878,139,4739,220,220,Cash,Delivered,25,0,"Monday, 20 March, 2023",Swathi Mess
16015,0,2725,195,227,98,98,Cash,Delivered,25,10,"Thursday, 30 March, 2023",Bagavan medicals
15164,0,3537,197,834,119,119,Cash,Delivered,25,10,"Friday, 24 March, 2023",Bon Bon
9961,1,2822,151,289,36,36,Online,Delivered,14,0,"Thursday, 16 February, 2023",Arun Ice Cream
15018,0,588,197,4989,499,499,Cash,Delivered,25,10,"Thursday, 23 March, 2023",Bon Bon
14751,0,1987,158,3710,60,60,Cash,Delivered,20,10,"Tuesday, 21 March, 2023",Aryabhavan
15316,0,4988,143,3710,152,152,Cash,Delivered,20,0,"Saturday, 25 March, 2023",Rawther Briyani
16570,1,2697,149,4989,150,150,Cash,Delivered,13,10,"Monday, 3 April, 2023",Manoharan Juice Center
16160,0,632,138,3710,240,240,Cash,Delivered,25,5,"Friday, 31 March, 2023",Malairam
15729,0,3370,182,4739,117,117,Cash,Delivered,40,10,"Tuesday, 28 March, 2023",Others
15464,0,4277,143,834,244,244,Cash,Delivered,30,0,"Sunday, 26 March, 2023",Rawther Briyani
16904,0,6198,136,4989,115,115,Cash,Delivered,25,0,"Wednesday, 5 April, 2023",Anwaria
15869,0,6105,7,3710,110,110,Cash,Delivered,25,10,"Wednesday, 29 March, 2023",Kolambu Kadai
16301,0,6137,139,4133,408,408,Cash,Delivered,30,0,"Saturday, 1 April, 2023",Swathi Mess
16795,0,6183,187,4739,0,0,Cash,Delivered,30,10,"Wednesday, 5 April, 2023",Ramanathan vegetable
17101,0,3541,139,3710,120,120,Cash,Delivered,25,0,"Thursday, 6 April, 2023",Swathi Mess
16686,0,6122,152,1054,370,370,Cash,Delivered,40,5,"Tuesday, 4 April, 2023",Saravanabhavan
17009,0,1330,8,4989,120,120,Cash,Delivered,20,0,"Thursday, 6 April, 2023",MISTAKE
17190,1,2822,152,5597,90,90,Online,Delivered,13,0,"Friday, 7 April, 2023",Saravanabhavan
9864,0,3403,139,289,190,190,Cash,Delivered,20,0,"Wednesday, 15 February, 2023",Swathi Mess
17191,1,2822,151,5597,36,36,Online,Delivered,13,20,"Friday, 7 April, 2023",Arun Ice Cream
17261,0,62,179,6133,900,900,Cash,Delivered,40,50,"Saturday, 8 April, 2023",Royal Sea Foods
17324,0,138,142,4739,110,110,Cash,Delivered,30,0,"Saturday, 8 April, 2023",Asma Briyani
17397,0,2703,182,3878,,,,Cancelled,0,0,"Saturday, 8 April, 2023",Others
17463,0,5905,196,4739,240,240,Cash,Delivered,20,0,"Sunday, 9 April, 2023",Hotel Kamara
17512,0,6048,143,4989,190,190,Cash,Delivered,20,0,"Sunday, 9 April, 2023",Rawther Briyani
17510,0,3267,182,4739,25,25,Online,Delivered,0,0,"Sunday, 9 April, 2023",Others
9962,1,2822,152,289,50,50,Online,Delivered,14,0,"Thursday, 16 February, 2023",Saravanabhavan
9963,1,2822,173,289,50,50,Online,Delivered,14,15,"Thursday, 16 February, 2023",Master Bakery
10065,1,3031,152,3878,,,,Cancelled,0,0,"Thursday, 16 February, 2023",Saravanabhavan
10064,1,3031,139,3878,,,,Cancelled,0,0,"Thursday, 16 February, 2023",Swathi Mess
10063,1,3031,135,3878,,,,Cancelled,0,0,"Thursday, 16 February, 2023",Hotel Sri Annapoorani
10156,1,924,139,4133,660,660,Cash,Delivered,20,0,"Friday, 17 February, 2023",Swathi Mess
17189,1,2822,173,5597,180,180,Online,Delivered,13,0,"Friday, 7 April, 2023",Master Bakery
10157,1,924,136,4133,100,100,Cash,Delivered,20,5,"Friday, 17 February, 2023",Anwaria
10252,0,5364,143,3221,150,150,Cash,Delivered,20,0,"Saturday, 18 February, 2023",Rawther Briyani
10353,0,2852,152,4739,250,250,Cash,Delivered,40,5,"Sunday, 19 February, 2023",Saravanabhavan
12107,0,2527,152,3710,110,110,Cash,Delivered,20,5,"Saturday, 4 March, 2023",Saravanabhavan
10438,0,533,134,834,232,232,Cash,Delivered,35,0,"Sunday, 19 February, 2023",Hotel Vallavan
10155,0,3267,134,4989,160,160,Online,Delivered,0,0,"Friday, 17 February, 2023",Hotel Vallavan
12674,0,2852,143,289,860,860,Cash,Delivered,35,0,"Wednesday, 8 March, 2023",Rawther Briyani
12791,0,1959,182,3878,,,,Cancelled,0,0,"Thursday, 9 March, 2023",Others
12912,0,5842,139,4989,120,120,Cash,Delivered,20,0,"Thursday, 9 March, 2023",Swathi Mess
13170,0,5865,149,1054,140,140,Cash,Delivered,20,10,"Saturday, 11 March, 2023",Manoharan Juice Center
13039,1,1315,164,3710,40,40,Cash,Delivered,23,10,"Friday, 10 March, 2023",Kumaran
13038,1,1315,182,3710,60,60,Cash,Delivered,23,0,"Friday, 10 March, 2023",Others
13430,0,2920,152,227,169,169,Cash,Delivered,25,5,"Sunday, 12 March, 2023",Saravanabhavan
13303,0,2737,135,3489,168,168,Cash,Delivered,25,0,"Sunday, 12 March, 2023",Hotel Sri Annapoorani
13567,0,5328,134,4053,190,190,Cash,Delivered,45,5,"Monday, 13 March, 2023",Hotel Vallavan
13728,0,3076,158,289,92,92,Cash,Delivered,25,10,"Wednesday, 15 March, 2023",Aryabhavan
13894,0,554,161,289,230,230,Cash,Delivered,60,10,"Thursday, 16 March, 2023",Naveens
14060,0,5155,182,3710,540,540,Cash,Delivered,15,0,"Friday, 17 March, 2023",Others
14230,0,4019,135,289,250,250,Cash,Delivered,35,0,"Saturday, 18 March, 2023",Hotel Sri Annapoorani
14401,0,940,142,834,330,330,Cash,Delivered,40,0,"Sunday, 19 March, 2023",Asma Briyani
16445,1,4308,182,1054,140,140,Cash,Delivered,15,5,"Sunday, 2 April, 2023",Others
14546,0,1769,142,227,380,380,Cash,Delivered,35,0,"Monday, 20 March, 2023",Asma Briyani
16444,1,4308,142,1054,330,330,Cash,Delivered,15,0,"Sunday, 2 April, 2023",Asma Briyani
14867,0,5170,134,4133,130,130,Cash,Delivered,5,5,"Wednesday, 22 March, 2023",Hotel Vallavan
15165,0,5613,152,3710,185,185,Cash,Delivered,20,5,"Friday, 24 March, 2023",Saravanabhavan
14603,1,1539,186,3710,257,257,Cash,Delivered,12,10,"Monday, 20 March, 2023",Best maligai
14601,1,1539,134,3710,80,80,Cash,Delivered,12,0,"Monday, 20 March, 2023",Hotel Vallavan
14602,1,1539,182,3710,32,32,Cash,Delivered,12,0,"Monday, 20 March, 2023",Others
16016,0,3091,152,289,70,70,Cash,Delivered,25,5,"Thursday, 30 March, 2023",Saravanabhavan
15466,1,1019,143,4133,90,90,Cash,Delivered,15,5,"Sunday, 26 March, 2023",Rawther Briyani
14752,0,5305,3,4989,245,245,Cash,Delivered,20,0,"Tuesday, 21 March, 2023",NARUMANNAM
15019,0,5829,136,4053,145,145,Online,Delivered,25,0,"Thursday, 23 March, 2023",Anwaria
15465,1,1019,135,4133,80,80,Cash,Delivered,15,0,"Sunday, 26 March, 2023",Hotel Sri Annapoorani
15730,0,2812,197,4989,119,119,Cash,Delivered,20,10,"Tuesday, 28 March, 2023",Bon Bon
15318,1,5495,135,4989,95,95,Cash,Delivered,13,5,"Saturday, 25 March, 2023",Hotel Sri Annapoorani
15317,1,5495,8,4989,310,310,Cash,Delivered,13,0,"Saturday, 25 March, 2023",MISTAKE
10354,0,1315,152,4739,126,126,Cash,Delivered,30,5,"Sunday, 19 February, 2023",Saravanabhavan
16571,0,6161,152,3710,50,50,Cash,Delivered,20,0,"Monday, 3 April, 2023",Saravanabhavan
16302,0,958,152,4053,102,102,Cash,Delivered,25,5,"Saturday, 1 April, 2023",Saravanabhavan
15609,0,2547,142,3710,100,100,Cash,Delivered,20,0,"Monday, 27 March, 2023",Asma Briyani
15870,0,1688,135,289,45,45,Cash,Delivered,20,0,"Wednesday, 29 March, 2023",Hotel Sri Annapoorani
16161,0,3454,152,4739,143,143,Cash,Delivered,25,5,"Friday, 31 March, 2023",Saravanabhavan
16688,1,42,149,4270,140,140,Cash,Delivered,15,10,"Tuesday, 4 April, 2023",Manoharan Juice Center
16687,1,42,203,4270,110,110,Cash,Delivered,15,0,"Tuesday, 4 April, 2023",WE CHAI
16796,0,3876,180,5597,570,570,Cash,Delivered,20,10,"Wednesday, 5 April, 2023",Vani Sea Foods
16905,1,2772,152,6133,70,70,Cash,Delivered,15,0,"Wednesday, 5 April, 2023",Saravanabhavan
16906,1,2772,136,6133,100,100,Cash,Delivered,15,5,"Wednesday, 5 April, 2023",Anwaria
10066,0,918,139,4133,220,220,Cash,Delivered,30,0,"Thursday, 16 February, 2023",Swathi Mess
17011,1,897,206,1054,140,140,Cash,Delivered,15,10,"Thursday, 6 April, 2023",Happy day
9865,0,2037,182,4989,0,0,Cash,Delivered,30,10,"Wednesday, 15 February, 2023",Others
10253,0,2920,138,4989,55,55,Cash,Delivered,25,0,"Saturday, 18 February, 2023",Malairam
10439,0,3885,158,4739,60,60,Cash,Delivered,40,10,"Sunday, 19 February, 2023",Aryabhavan
10158,0,589,152,4053,172,172,Cash,Delivered,25,5,"Friday, 17 February, 2023",Saravanabhavan
9964,0,4800,152,551,40,40,Cash,Delivered,20,5,"Thursday, 16 February, 2023",Saravanabhavan
17010,1,897,143,1054,130,130,Cash,Delivered,15,0,"Thursday, 6 April, 2023",Rawther Briyani
10529,0,3173,158,3710,110,110,Cash,Delivered,25,5,"Monday, 20 February, 2023",Aryabhavan
10618,0,581,135,4739,110,110,Cash,Delivered,25,0,"Tuesday, 21 February, 2023",Hotel Sri Annapoorani
10699,0,1223,134,4053,347,347,Cash,Delivered,25,0,"Tuesday, 21 February, 2023",Hotel Vallavan
10855,0,1581,179,3710,150,150,Cash,Delivered,25,20,"Thursday, 23 February, 2023",Royal Sea Foods
10777,0,5299,158,3710,89,89,Cash,Delivered,25,10,"Wednesday, 22 February, 2023",Aryabhavan
10898,0,5649,197,289,983,983,Cash,Delivered,25,10,"Thursday, 23 February, 2023",Bon Bon
10967,0,4631,208,3710,130,130,Cash,Delivered,25,0,"Friday, 24 February, 2023",GANESAN JUICE STORE
11032,0,1650,152,4989,91,91,Cash,Delivered,20,5,"Friday, 24 February, 2023",Saravanabhavan
11095,1,1922,208,289,0,0,Cash,Delivered,26,15,"Saturday, 25 February, 2023",GANESAN JUICE STORE
17105,0,2202,139,4989,120,120,Cash,Delivered,20,0,"Thursday, 6 April, 2023",Swathi Mess
11150,0,995,138,3710,375,375,Cash,Delivered,35,5,"Saturday, 25 February, 2023",Malairam
17192,0,2759,142,227,200,200,Cash,Delivered,20,0,"Friday, 7 April, 2023",Asma Briyani
11728,1,2822,186,4739,189,189,Online,Delivered,18,15,"Thursday, 2 March, 2023",Best maligai
11976,1,2822,152,4053,119,119,Online,Delivered,12,0,"Friday, 3 March, 2023",Saravanabhavan
12173,0,2822,152,3710,60,60,Online,Delivered,25,5,"Sunday, 5 March, 2023",Saravanabhavan
12675,0,1959,182,4989,0,0,Online,Delivered,25,0,"Wednesday, 8 March, 2023",Others
12913,0,5753,197,4739,806,806,Cash,Delivered,30,10,"Thursday, 9 March, 2023",Bon Bon
13040,0,5791,134,4053,616,616,Cash,Delivered,40,0,"Friday, 10 March, 2023",Hotel Vallavan
13431,0,4027,138,227,368,368,Cash,Delivered,25,5,"Sunday, 12 March, 2023",Malairam
13171,1,4631,186,227,46,46,Cash,Delivered,18,0,"Saturday, 11 March, 2023",Best maligai
13172,1,4631,173,227,280,280,Cash,Delivered,18,10,"Saturday, 11 March, 2023",Master Bakery
13304,1,2547,135,3710,95,95,Cash,Delivered,13,5,"Sunday, 12 March, 2023",Hotel Sri Annapoorani
13305,1,2547,179,3710,300,300,Cash,Delivered,13,25,"Sunday, 12 March, 2023",Royal Sea Foods
13569,1,3742,196,3878,,,,Cancelled,0,0,"Monday, 13 March, 2023",Hotel Kamara
13568,1,3742,134,3878,,,,Cancelled,0,0,"Monday, 13 March, 2023",Hotel Vallavan
13895,0,2566,152,4989,110,110,Cash,Delivered,25,0,"Thursday, 16 March, 2023",Saravanabhavan
14231,0,5964,152,3710,100,100,Cash,Delivered,20,0,"Saturday, 18 March, 2023",Saravanabhavan
14753,0,6020,152,3710,225,225,Cash,Delivered,25,5,"Tuesday, 21 March, 2023",Saravanabhavan
14402,0,5976,134,227,210,210,Cash,Delivered,25,0,"Sunday, 19 March, 2023",Hotel Vallavan
13731,1,5302,208,4739,180,180,Cash,Delivered,10,10,"Wednesday, 15 March, 2023",GANESAN JUICE STORE
13729,1,5302,187,4739,30,30,Cash,Delivered,10,0,"Wednesday, 15 March, 2023",Ramanathan vegetable
13730,1,5302,187,4739,85,85,Cash,Delivered,10,0,"Wednesday, 15 March, 2023",Ramanathan vegetable
14061,0,3051,152,3489,172,172,Cash,Delivered,20,5,"Friday, 17 March, 2023",Saravanabhavan
15319,0,745,152,4739,260,260,Cash,Delivered,40,5,"Saturday, 25 March, 2023",Saravanabhavan
14604,0,2773,143,834,290,290,Cash,Delivered,25,0,"Monday, 20 March, 2023",Rawther Briyani
14547,0,5998,143,4989,130,130,Cash,Delivered,25,0,"Monday, 20 March, 2023",Rawther Briyani
15020,0,6042,139,3710,510,510,Cash,Delivered,20,0,"Thursday, 23 March, 2023",Swathi Mess
14868,0,3371,158,834,60,60,Cash,Delivered,20,10,"Wednesday, 22 March, 2023",Aryabhavan
15166,0,237,135,4133,200,200,Cash,Delivered,20,0,"Friday, 24 March, 2023",Hotel Sri Annapoorani
15610,1,1539,139,289,240,240,Cash,Delivered,15,0,"Monday, 27 March, 2023",Swathi Mess
15467,0,6007,158,4739,72,72,Cash,Delivered,40,10,"Sunday, 26 March, 2023",Aryabhavan
10067,1,2438,3,3710,180,180,Cash,Delivered,13,0,"Thursday, 16 February, 2023",NARUMANNAM
10068,1,2438,152,3710,118,118,Cash,Delivered,13,10,"Thursday, 16 February, 2023",Saravanabhavan
15611,1,1539,134,289,160,160,Cash,Delivered,15,5,"Monday, 27 March, 2023",Hotel Vallavan
15731,0,4794,138,3710,195,195,Cash,Delivered,25,5,"Tuesday, 28 March, 2023",Malairam
15871,0,5464,158,4989,110,110,Cash,Delivered,35,5,"Wednesday, 29 March, 2023",Aryabhavan
16017,0,5050,152,3710,140,140,Cash,Delivered,20,5,"Thursday, 30 March, 2023",Saravanabhavan
9866,0,900,182,289,100,100,Cash,Delivered,35,5,"Wednesday, 15 February, 2023",Others
16162,1,5787,134,4989,200,200,Cash,Delivered,15,0,"Friday, 31 March, 2023",Hotel Vallavan
16303,0,1062,146,4739,48,48,Cash,Delivered,25,0,"Saturday, 1 April, 2023",Vani
10355,0,144,193,289,190,190,Cash,Delivered,5,5,"Sunday, 19 February, 2023",Royal Chicken
10968,0,2245,163,4989,50,50,Cash,Delivered,20,5,"Friday, 24 February, 2023",Ameera
26047,0,6116,143,3710,720,720,Cash,Delivered,25,0,"Saturday, 3 June, 2023",Rawther Briyani
10854,0,971,149,4739,160,160,Cash,Delivered,25,5,"Thursday, 23 February, 2023",Manoharan Juice Center
10254,0,2098,152,3221,220,220,Cash,Delivered,25,5,"Saturday, 18 February, 2023",Saravanabhavan
10530,0,2428,158,289,110,110,Cash,Delivered,25,10,"Monday, 20 February, 2023",Aryabhavan
10440,0,944,152,3710,50,50,Cash,Delivered,30,5,"Sunday, 19 February, 2023",Saravanabhavan
10159,1,1346,152,4053,60,60,Online,Delivered,15,0,"Friday, 17 February, 2023",Saravanabhavan
10160,1,1346,138,4053,315,315,Online,Delivered,15,10,"Friday, 17 February, 2023",Malairam
9965,0,1959,182,289,0,0,Online,Delivered,25,0,"Thursday, 16 February, 2023",Others
10700,1,5753,143,4989,310,310,Cash,Delivered,15,0,"Tuesday, 21 February, 2023",Rawther Briyani
10619,0,4678,197,3710,298,298,Cash,Delivered,25,10,"Tuesday, 21 February, 2023",Bon Bon
10778,0,4106,182,4739,100,100,Cash,Delivered,25,10,"Wednesday, 22 February, 2023",Others
10899,0,4149,172,289,0,0,Cash,Delivered,40,10,"Thursday, 23 February, 2023",Wikkis Own order
10701,1,5753,197,4989,298,298,Cash,Delivered,15,10,"Tuesday, 21 February, 2023",Bon Bon
11033,0,1875,134,834,200,200,Cash,Delivered,20,5,"Friday, 24 February, 2023",Hotel Vallavan
11035,1,3885,209,4053,170,170,Online,Delivered,23,15,"Friday, 24 February, 2023",SIVAGANGA KITCHEN
11034,1,3885,158,4053,60,60,Online,Delivered,23,0,"Friday, 24 February, 2023",Aryabhavan
11094,1,1922,197,289,199,199,Cash,Delivered,26,0,"Saturday, 25 February, 2023",Bon Bon
11093,1,1922,138,289,365,365,Cash,Delivered,26,0,"Saturday, 25 February, 2023",Malairam
