orderId,orderType,user,store,partner,buy,sell,Payment Mode,status,charge,extraCharges,Date,Day,Hour
11299,0,659,182,4989,60,60,Cash,Delivered,25,10,"Sunday, 26 February, 2023",SUN,13
11335,1,5050,152,289,120,120,Cash,Delivered,13,5,"Sunday, 26 February, 2023",SUN,14
11361,0,4631,139,289,80,80,Cash,Delivered,25,0,"Monday, 27 February, 2023",MON,6
12684,0,3710,135,3710,110,110,Cash,Delivered,20,0,"Wednesday, 8 March, 2023",WED,8
12798,0,1831,135,3710,45,45,Cash,Delivered,25,0,"Thursday, 9 March, 2023",THU,5
12921,0,2772,162,227,144,144,Cash,Delivered,25,10,"Thursday, 9 March, 2023",THU,16
13048,0,488,204,3878,,,,Cancelled,0,0,"Friday, 10 March, 2023",FRI,14
13746,0,250,135,4989,81,81,Cash,Delivered,25,0,"Wednesday, 15 March, 2023",WED,3
13578,0,4922,184,4739,150,150,Cash,Delivered,20,0,"Tuesday, 14 March, 2023",TUE,2
13439,0,2807,6,3710,388,388,Online,Delivered,25,10,"Sunday, 12 March, 2023",SUN,15
13903,0,5933,182,4989,25,25,Cash,Delivered,5,0,"Thursday, 16 March, 2023",THU,4
14242,0,3088,139,834,350,350,Cash,Delivered,20,0,"Saturday, 18 March, 2023",SAT,7
13182,0,3267,182,4989,50,50,Online,Delivered,0,0,"Saturday, 11 March, 2023",SAT,12
14069,0,14,182,3489,60,60,Cash,Delivered,50,10,"Friday, 17 March, 2023",FRI,6
14410,0,1099,135,289,90,90,Cash,Delivered,20,0,"Sunday, 19 March, 2023",SUN,7
13315,0,2884,158,3489,110,110,Cash,Delivered,40,5,"Sunday, 12 March, 2023",SUN,5
14555,0,3133,203,4739,170,170,Cash,Delivered,45,5,"Monday, 20 March, 2023",MON,11
14762,0,5091,182,227,405,405,Cash,Delivered,40,10,"Tuesday, 21 March, 2023",TUE,15
14876,0,218,197,834,130,130,Cash,Delivered,25,10,"Wednesday, 22 March, 2023",WED,13
15477,0,1581,134,227,149,149,Cash,Delivered,20,0,"Sunday, 26 March, 2023",SUN,14
14614,1,5302,135,227,110,110,Cash,Delivered,13,5,"Monday, 20 March, 2023",MON,15
14613,1,5302,134,227,208,208,Cash,Delivered,13,0,"Monday, 20 March, 2023",MON,15
15029,0,5687,138,4739,200,200,Cash,Delivered,40,5,"Thursday, 23 March, 2023",THU,14
15327,0,5050,152,834,100,100,Cash,Delivered,20,5,"Saturday, 25 March, 2023",SAT,15
15177,1,2927,137,289,230,230,Cash,Delivered,18,5,"Friday, 24 March, 2023",FRI,15
15176,1,2927,136,289,330,330,Cash,Delivered,18,0,"Friday, 24 March, 2023",FRI,15
16172,0,1768,139,3710,198,198,Cash,Delivered,20,0,"Friday, 31 March, 2023",FRI,14
15740,0,5328,138,227,380,380,Cash,Delivered,45,5,"Tuesday, 28 March, 2023",TUE,11
9874,0,5485,135,4989,100,100,Cash,Delivered,20,5,"Wednesday, 15 February, 2023",WED,7
15620,0,3012,152,4053,150,150,Online,Delivered,20,5,"Monday, 27 March, 2023",MON,14
15880,0,2672,197,227,169,169,Cash,Delivered,25,10,"Wednesday, 29 March, 2023",WED,10
16026,0,1581,9,4739,120,120,Cash,Delivered,20,0,"Thursday, 30 March, 2023",THU,13
16455,0,5842,7,1054,80,80,Cash,Delivered,20,0,"Sunday, 2 April, 2023",SUN,8
16580,0,6163,134,6133,570,570,Cash,Delivered,70,15,"Monday, 3 April, 2023",MON,7
10538,0,5750,203,4270,125,125,Cash,Delivered,25,10,"Monday, 20 February, 2023",MON,11
16697,0,6035,8,1054,30,30,Cash,Delivered,20,0,"Tuesday, 4 April, 2023",TUE,9
10450,0,2769,138,289,290,290,Cash,Delivered,20,5,"Sunday, 19 February, 2023",SUN,14
16805,0,4844,143,5597,280,280,Cash,Delivered,25,0,"Wednesday, 5 April, 2023",WED,7
16916,0,4683,138,4133,325,325,Online,Delivered,25,5,"Wednesday, 5 April, 2023",WED,15
9975,0,1831,142,3710,100,100,Online,Delivered,25,0,"Thursday, 16 February, 2023",THU,6
10907,1,4794,152,289,45,45,Cash,Delivered,15,0,"Thursday, 23 February, 2023",THU,13
17015,0,3607,143,4270,180,180,Cash,Delivered,25,0,"Thursday, 6 April, 2023",THU,9
10077,0,3286,135,4989,96,96,Cash,Delivered,20,0,"Thursday, 16 February, 2023",THU,15
10628,0,3310,211,4989,0,0,Cash,Delivered,25,5,"Tuesday, 21 February, 2023",TUE,7
10264,0,1772,197,4270,458,458,Cash,Delivered,25,10,"Saturday, 18 February, 2023",SAT,11
10169,0,271,134,227,100,100,Cash,Delivered,20,0,"Friday, 17 February, 2023",FRI,14
11104,0,2751,135,4270,300,300,Cash,Delivered,20,0,"Saturday, 25 February, 2023",SAT,7
10863,0,1314,135,3710,110,110,Cash,Delivered,20,0,"Thursday, 23 February, 2023",THU,6
10363,0,5170,178,551,80,80,Cash,Delivered,20,10,"Sunday, 19 February, 2023",SUN,5
10710,0,3043,152,289,150,150,Cash,Delivered,25,0,"Wednesday, 22 February, 2023",WED,2
11043,0,2546,152,227,300,300,Cash,Delivered,35,5,"Friday, 24 February, 2023",FRI,14
10788,1,5630,134,4053,80,80,Cash,Delivered,23,5,"Wednesday, 22 February, 2023",WED,13
10787,1,5630,135,4053,110,110,Cash,Delivered,23,0,"Wednesday, 22 February, 2023",WED,13
10979,0,4363,182,4739,0,0,Cash,Delivered,30,10,"Friday, 24 February, 2023",FRI,6
10908,1,4794,197,289,35,35,Cash,Delivered,15,5,"Thursday, 23 February, 2023",THU,13
11160,0,242,138,4053,425,425,Cash,Delivered,25,5,"Saturday, 25 February, 2023",SAT,14
11214,0,5650,179,3878,,,,Cancelled,0,0,"Sunday, 26 February, 2023",SUN,3
11249,1,239,138,289,750,750,Cash,Delivered,15,0,"Sunday, 26 February, 2023",SUN,7
11303,1,2822,151,3710,36,36,Online,Delivered,12,0,"Sunday, 26 February, 2023",SUN,13
31233,0,4922,186,7017,334,334,Cash,Delivered,20,10,"Wednesday, 5 July, 2023",WED,7
11259,0,1959,182,4739,0,0,Online,Delivered,25,0,"Sunday, 26 February, 2023",SUN,8
11300,1,43,143,3878,,,,Cancelled,0,0,"Sunday, 26 February, 2023",SUN,13
16313,0,1486,135,3710,145,145,Online,Delivered,25,0,"Saturday, 1 April, 2023",SAT,13
12685,0,5826,182,227,325,325,Cash,Delivered,30,10,"Wednesday, 8 March, 2023",WED,8
12922,0,4739,134,4739,150,150,Cash,Delivered,0,0,"Thursday, 9 March, 2023",THU,16
12799,0,639,206,4739,250,250,Cash,Delivered,30,5,"Thursday, 9 March, 2023",THU,5
13049,0,2152,135,227,190,190,Cash,Delivered,25,0,"Friday, 10 March, 2023",FRI,14
13440,0,5895,138,227,185,185,Cash,Delivered,20,5,"Sunday, 12 March, 2023",SUN,15
13579,0,2822,152,3878,,,,Cancelled,0,0,"Tuesday, 14 March, 2023",TUE,2
13316,0,5881,135,4739,220,220,Cash,Delivered,55,5,"Sunday, 12 March, 2023",SUN,5
14556,0,1233,152,227,40,40,Cash,Delivered,20,5,"Monday, 20 March, 2023",MON,11
14070,0,4794,7,289,110,110,Cash,Delivered,20,10,"Friday, 17 March, 2023",FRI,6
13904,0,5941,142,4989,560,560,Cash,Delivered,25,5,"Thursday, 16 March, 2023",THU,4
14243,0,3390,196,3489,280,280,Cash,Delivered,50,10,"Saturday, 18 March, 2023",SAT,7
15621,0,5305,3,3878,,,,Cancelled,0,0,"Monday, 27 March, 2023",MON,14
14411,0,391,135,4989,190,190,Cash,Delivered,25,0,"Sunday, 19 March, 2023",SUN,7
13747,0,2822,208,3710,240,240,Online,Delivered,10,10,"Wednesday, 15 March, 2023",WED,3
14615,0,5305,136,834,280,280,Cash,Delivered,20,0,"Monday, 20 March, 2023",MON,15
15881,0,68,197,1054,189,189,Cash,Delivered,40,10,"Wednesday, 29 March, 2023",WED,11
14877,0,4794,138,3710,426,426,Cash,Delivered,30,5,"Wednesday, 22 March, 2023",WED,13
13184,1,5866,139,4133,190,190,Cash,Delivered,15,0,"Saturday, 11 March, 2023",SAT,12
13183,1,5866,152,4133,277,277,Cash,Delivered,15,0,"Saturday, 11 March, 2023",SAT,12
13185,1,5866,182,4133,6,6,Cash,Delivered,15,10,"Saturday, 11 March, 2023",SAT,12
15478,0,2851,158,834,75,75,Cash,Delivered,25,10,"Sunday, 26 March, 2023",SUN,14
14763,0,1285,197,4989,432,432,Cash,Delivered,25,10,"Tuesday, 21 March, 2023",TUE,15
15178,0,4015,197,834,149,149,Cash,Delivered,20,10,"Friday, 24 March, 2023",FRI,15
15030,0,3009,134,4053,199,199,Cash,Delivered,25,0,"Thursday, 23 March, 2023",THU,15
15741,0,6097,197,227,192,192,Cash,Delivered,25,10,"Tuesday, 28 March, 2023",TUE,11
15328,0,562,134,227,160,160,Cash,Delivered,25,0,"Saturday, 25 March, 2023",SAT,15
10265,0,1539,152,4270,145,145,Cash,Delivered,25,5,"Saturday, 18 February, 2023",SAT,11
16456,0,2069,135,6133,410,410,Cash,Delivered,30,0,"Sunday, 2 April, 2023",SUN,8
16314,0,38,152,3710,290,290,Cash,Delivered,25,5,"Saturday, 1 April, 2023",SAT,14
16173,0,2866,206,4989,90,90,Cash,Delivered,25,10,"Friday, 31 March, 2023",FRI,14
16027,1,218,134,289,340,340,Cash,Delivered,15,0,"Thursday, 30 March, 2023",THU,13
16028,1,218,197,289,294,294,Cash,Delivered,15,10,"Thursday, 30 March, 2023",THU,13
16698,0,4581,143,3878,,,,Cancelled,0,0,"Tuesday, 4 April, 2023",TUE,9
16581,0,2401,178,227,320,320,Cash,Delivered,25,10,"Monday, 3 April, 2023",MON,7
16807,1,2779,206,4739,100,100,Cash,Delivered,15,0,"Wednesday, 5 April, 2023",WED,7
16806,1,2779,136,4739,100,100,Cash,Delivered,15,0,"Wednesday, 5 April, 2023",WED,7
10539,0,2779,206,4739,280,280,Cash,Delivered,25,10,"Monday, 20 February, 2023",MON,11
9976,0,2986,182,289,240,240,Cash,Delivered,40,10,"Thursday, 16 February, 2023",THU,6
16917,0,2709,136,6133,100,100,Cash,Delivered,25,0,"Wednesday, 5 April, 2023",WED,16
17017,1,2506,187,5597,160,160,Cash,Delivered,8,5,"Thursday, 6 April, 2023",THU,10
17016,1,2506,186,5597,80,80,Cash,Delivered,8,0,"Thursday, 6 April, 2023",THU,10
17097,0,4926,158,6133,159,159,Cash,Delivered,20,10,"Thursday, 6 April, 2023",THU,15
17194,0,281,134,227,90,90,Cash,Delivered,20,0,"Friday, 7 April, 2023",FRI,11
10171,1,4658,152,4053,119,119,Cash,Delivered,13,5,"Friday, 17 February, 2023",FRI,14
10170,1,4658,138,4053,125,125,Cash,Delivered,13,0,"Friday, 17 February, 2023",FRI,14
10078,0,4353,138,3710,275,275,Cash,Delivered,20,5,"Thursday, 16 February, 2023",THU,15
9875,0,5170,143,3710,130,130,Cash,Delivered,20,0,"Wednesday, 15 February, 2023",WED,7
10451,0,5091,182,4053,0,0,Cash,Delivered,50,10,"Sunday, 19 February, 2023",SUN,14
10364,0,3486,138,551,445,445,Cash,Delivered,20,5,"Sunday, 19 February, 2023",SUN,5
10629,0,2457,138,4739,1110,1110,Cash,Delivered,40,0,"Tuesday, 21 February, 2023",TUE,7
10789,1,4163,186,3710,588,588,Cash,Delivered,15,15,"Wednesday, 22 February, 2023",WED,13
10791,1,4163,182,3878,,,,Cancelled,0,0,"Wednesday, 22 February, 2023",WED,13
10790,1,4163,151,3710,18,18,Cash,Delivered,15,0,"Wednesday, 22 February, 2023",WED,13
10910,1,2862,197,3710,149,149,Cash,Delivered,15,0,"Thursday, 23 February, 2023",THU,13
10909,1,2862,138,3710,325,325,Cash,Delivered,15,10,"Thursday, 23 February, 2023",THU,13
10980,0,5623,135,3710,60,60,Cash,Delivered,25,5,"Friday, 24 February, 2023",FRI,6
10864,0,291,143,3878,670,670,Online,Delivered,225,0,"Thursday, 23 February, 2023",THU,6
11044,0,4988,135,3710,60,60,Cash,Delivered,20,0,"Friday, 24 February, 2023",FRI,14
11105,0,990,143,289,600,600,Cash,Delivered,30,0,"Saturday, 25 February, 2023",SAT,7
17454,0,3305,134,3710,160,160,Cash,Delivered,25,0,"Sunday, 9 April, 2023",SUN,7
11207,1,599,187,3710,80,80,Cash,Delivered,11,5,"Sunday, 26 February, 2023",SUN,2
12923,0,3947,135,227,125,125,Cash,Delivered,20,0,"Thursday, 9 March, 2023",THU,16
12800,0,777,152,4989,550,550,Cash,Delivered,25,5,"Thursday, 9 March, 2023",THU,6
13186,0,3108,208,3710,120,120,Cash,Delivered,15,0,"Saturday, 11 March, 2023",SAT,13
13441,0,4245,135,227,140,140,Cash,Delivered,35,0,"Sunday, 12 March, 2023",SUN,15
13051,1,45,182,4739,36,36,Cash,Delivered,15,10,"Friday, 10 March, 2023",FRI,14
13050,1,45,138,4739,310,310,Cash,Delivered,15,0,"Friday, 10 March, 2023",FRI,14
13317,0,1079,193,3489,80,80,Cash,Delivered,40,5,"Sunday, 12 March, 2023",SUN,5
13748,0,3267,182,4739,25,25,Online,Delivered,0,0,"Wednesday, 15 March, 2023",WED,3
14557,0,3371,197,289,239,239,Cash,Delivered,20,10,"Monday, 20 March, 2023",MON,11
13905,0,2725,172,3710,1200,1200,Cash,Delivered,25,10,"Thursday, 16 March, 2023",THU,4
12686,0,2480,152,4270,330,330,Online,Delivered,35,5,"Wednesday, 8 March, 2023",WED,8
14071,0,2807,6,289,269,269,Cash,Delivered,25,10,"Friday, 17 March, 2023",FRI,6
15622,0,3419,136,4739,400,400,Cash,Delivered,25,0,"Monday, 27 March, 2023",MON,14
14412,0,158,142,227,220,220,Cash,Delivered,30,0,"Sunday, 19 March, 2023",SUN,7
13580,1,2822,152,289,50,50,Online,Delivered,15,0,"Tuesday, 14 March, 2023",TUE,2
14244,0,1346,197,289,253,253,Cash,Delivered,25,10,"Saturday, 18 March, 2023",SAT,7
13581,1,2822,186,289,230,230,Online,Delivered,15,10,"Tuesday, 14 March, 2023",TUE,2
15031,0,2974,197,4133,1340,1340,Cash,Delivered,30,10,"Thursday, 23 March, 2023",THU,15
14616,0,897,206,4739,90,90,Cash,Delivered,25,10,"Monday, 20 March, 2023",MON,15
15121,0,6039,171,4989,400,400,Cash,Delivered,25,10,"Friday, 24 March, 2023",FRI,12
11698,0,3710,152,3489,146,146,Online,Delivered,20,5,"Wednesday, 1 March, 2023",WED,14
15265,0,3327,182,3878,,,,Cancelled,0,0,"Saturday, 25 March, 2023",SAT,9
14878,0,3634,139,4739,404,404,Cash,Delivered,45,5,"Wednesday, 22 March, 2023",WED,14
15883,1,2752,182,1054,110,110,Cash,Delivered,18,15,"Wednesday, 29 March, 2023",WED,11
15742,0,2176,6,1054,545,545,Cash,Delivered,20,10,"Tuesday, 28 March, 2023",TUE,11
15479,0,5305,136,227,175,175,Cash,Delivered,20,0,"Sunday, 26 March, 2023",SUN,14
10541,1,2822,173,4739,50,50,Online,Delivered,14,0,"Monday, 20 February, 2023",MON,11
10365,0,937,152,551,150,150,Cash,Delivered,25,5,"Sunday, 19 February, 2023",SUN,5
16029,0,5305,138,227,182,182,Cash,Delivered,20,5,"Thursday, 30 March, 2023",THU,13
16174,0,1772,149,3710,170,170,Cash,Delivered,25,10,"Friday, 31 March, 2023",FRI,14
15882,1,2752,197,1054,189,189,Cash,Delivered,18,0,"Wednesday, 29 March, 2023",WED,11
16315,0,1335,135,4739,145,145,Cash,Delivered,20,0,"Saturday, 1 April, 2023",SAT,14
16317,1,6139,187,4053,20,20,Cash,Delivered,13,0,"Saturday, 1 April, 2023",SAT,14
16316,1,6139,186,4053,334,334,Cash,Delivered,13,0,"Saturday, 1 April, 2023",SAT,14
16318,1,6139,182,4053,30,30,Cash,Delivered,13,15,"Saturday, 1 April, 2023",SAT,14
16458,1,4683,8,227,150,150,Cash,Delivered,15,0,"Sunday, 2 April, 2023",SUN,8
16457,1,4683,135,227,80,80,Cash,Delivered,15,0,"Sunday, 2 April, 2023",SUN,8
9876,0,1959,182,551,0,0,Online,Delivered,25,0,"Wednesday, 15 February, 2023",WED,7
16582,0,3821,139,3710,360,360,Cash,Delivered,20,0,"Monday, 3 April, 2023",MON,7
10540,1,2822,151,4739,36,36,Online,Delivered,14,0,"Monday, 20 February, 2023",MON,11
10172,0,144,152,4133,302,302,Cash,Delivered,25,5,"Friday, 17 February, 2023",FRI,14
9977,0,743,152,4989,110,110,Cash,Delivered,30,5,"Thursday, 16 February, 2023",THU,6
10792,0,958,152,4989,102,102,Cash,Delivered,25,5,"Wednesday, 22 February, 2023",WED,13
10452,0,2207,197,4989,514,514,Cash,Delivered,20,10,"Sunday, 19 February, 2023",SUN,14
10079,0,647,142,4133,210,210,Cash,Delivered,45,10,"Thursday, 16 February, 2023",THU,15
10266,0,1346,197,289,90,90,Cash,Delivered,25,10,"Saturday, 18 February, 2023",SAT,12
17018,0,281,142,1054,110,110,Cash,Delivered,20,0,"Thursday, 6 April, 2023",THU,10
10712,0,438,135,4739,112,112,Cash,Delivered,20,0,"Wednesday, 22 February, 2023",WED,2
10630,0,1908,142,4989,320,320,Cash,Delivered,25,0,"Tuesday, 21 February, 2023",TUE,7
10865,0,4502,143,289,180,180,Cash,Delivered,25,0,"Thursday, 23 February, 2023",THU,6
12074,0,5305,197,3710,205,205,Cash,Delivered,25,10,"Saturday, 4 March, 2023",SAT,8
10911,0,3885,158,4053,154,154,Cash,Delivered,45,10,"Thursday, 23 February, 2023",THU,13
10981,0,4297,138,3710,700,700,Cash,Delivered,20,5,"Friday, 24 February, 2023",FRI,6
11046,1,4394,138,834,415,415,Cash,Delivered,15,5,"Friday, 24 February, 2023",FRI,14
11045,1,4394,134,834,200,200,Cash,Delivered,15,0,"Friday, 24 February, 2023",FRI,14
11106,0,4000,135,3710,110,110,Cash,Delivered,20,0,"Saturday, 25 February, 2023",SAT,7
11162,0,951,138,4739,200,200,Cash,Delivered,35,5,"Saturday, 25 February, 2023",SAT,14
11206,1,599,193,3710,145,145,Cash,Delivered,11,5,"Sunday, 26 February, 2023",SUN,2
11215,0,4657,182,4739,60,60,Cash,Delivered,10,10,"Sunday, 26 February, 2023",SUN,3
10542,1,2822,152,4739,100,100,Online,Delivered,14,15,"Monday, 20 February, 2023",MON,11
12801,0,5087,135,3710,160,160,Cash,Delivered,25,0,"Thursday, 9 March, 2023",THU,6
13052,0,3963,139,4739,270,270,Cash,Delivered,25,0,"Friday, 10 March, 2023",FRI,15
13906,1,3463,208,3710,200,200,Online,Delivered,20,0,"Thursday, 16 March, 2023",THU,5
12687,0,5827,134,227,0,0,Online,Delivered,30,0,"Wednesday, 8 March, 2023",WED,8
13187,0,3108,182,3710,0,0,Cash,Delivered,15,10,"Saturday, 11 March, 2023",SAT,13
13318,0,5882,182,1170,1300,1300,Online,Delivered,30,10,"Sunday, 12 March, 2023",SUN,6
13907,1,3463,182,3710,20,20,Online,Delivered,20,10,"Thursday, 16 March, 2023",THU,5
13442,0,2750,138,4739,305,305,Cash,Delivered,30,5,"Sunday, 12 March, 2023",SUN,15
13582,0,5909,152,4739,102,102,Cash,Delivered,20,5,"Tuesday, 14 March, 2023",TUE,2
13749,0,5924,173,3710,1050,1050,Cash,Delivered,25,10,"Wednesday, 15 March, 2023",WED,4
15032,1,2974,135,4989,90,90,Cash,Delivered,15,0,"Thursday, 23 March, 2023",THU,15
14072,0,5910,7,3489,40,40,Cash,Delivered,20,10,"Friday, 17 March, 2023",FRI,6
14558,0,3486,161,227,49,49,Cash,Delivered,20,10,"Monday, 20 March, 2023",MON,11
14413,0,5671,143,834,390,390,Cash,Delivered,35,0,"Sunday, 19 March, 2023",SUN,7
14245,0,3454,208,3489,200,200,Cash,Delivered,20,5,"Saturday, 18 March, 2023",SAT,7
12924,0,3265,209,834,289,289,Online,Delivered,0,0,"Thursday, 9 March, 2023",THU,16
15033,1,2974,138,4989,275,275,Cash,Delivered,15,5,"Thursday, 23 March, 2023",THU,15
15034,0,873,136,834,250,250,Cash,Delivered,40,0,"Thursday, 23 March, 2023",THU,15
14879,0,2116,191,227,80,80,Cash,Delivered,20,10,"Wednesday, 22 March, 2023",WED,14
14617,0,6006,137,289,220,220,Cash,Delivered,30,5,"Monday, 20 March, 2023",MON,15
15179,1,878,152,227,177,177,Cash,Delivered,13,0,"Friday, 24 March, 2023",FRI,15
14764,0,897,206,834,100,100,Cash,Delivered,25,10,"Tuesday, 21 March, 2023",TUE,15
15743,0,5358,197,4053,160,160,Online,Delivered,30,10,"Tuesday, 28 March, 2023",TUE,12
15623,0,5305,135,4739,136,136,Cash,Delivered,20,0,"Monday, 27 March, 2023",MON,14
15480,0,227,136,227,100,100,Cash,Delivered,0,0,"Sunday, 26 March, 2023",SUN,14
15035,0,4658,139,3710,200,200,Cash,Delivered,20,0,"Thursday, 23 March, 2023",THU,15
15180,1,878,139,227,120,120,Cash,Delivered,13,5,"Friday, 24 March, 2023",FRI,15
15329,0,844,139,4989,210,210,Cash,Delivered,25,0,"Saturday, 25 March, 2023",SAT,15
10543,0,3947,135,4739,80,80,Cash,Delivered,20,0,"Monday, 20 February, 2023",MON,11
15884,0,4911,142,3878,,,,Cancelled,0,0,"Wednesday, 29 March, 2023",WED,11
16030,0,510,9,4989,240,240,Cash,Delivered,20,0,"Thursday, 30 March, 2023",THU,13
16175,0,4495,206,4989,160,160,Cash,Delivered,25,10,"Friday, 31 March, 2023",FRI,14
11107,0,1171,149,4270,470,470,Online,Delivered,0,0,"Saturday, 25 February, 2023",SAT,7
9877,0,232,203,3710,100,100,Cash,Delivered,25,0,"Wednesday, 15 February, 2023",WED,8
16319,0,1712,209,227,120,120,Cash,Delivered,25,10,"Saturday, 1 April, 2023",SAT,14
10366,0,1807,136,834,100,100,Cash,Delivered,25,0,"Sunday, 19 February, 2023",SUN,6
16459,1,4988,138,1054,210,210,Cash,Delivered,13,0,"Sunday, 2 April, 2023",SUN,8
10173,1,3108,197,4989,149,149,Cash,Delivered,15,0,"Friday, 17 February, 2023",FRI,14
9978,0,2037,182,4989,0,0,Cash,Delivered,30,10,"Thursday, 16 February, 2023",THU,6
10174,1,3108,182,4989,20,20,Cash,Delivered,15,15,"Friday, 17 February, 2023",FRI,14
16460,1,4988,182,1054,33,33,Cash,Delivered,13,10,"Sunday, 2 April, 2023",SUN,8
10453,0,824,134,4989,155,155,Cash,Delivered,40,0,"Sunday, 19 February, 2023",SUN,14
10267,0,639,206,4739,290,290,Cash,Delivered,25,10,"Saturday, 18 February, 2023",SAT,12
10080,0,2715,134,834,210,210,Cash,Delivered,25,0,"Thursday, 16 February, 2023",THU,15
10631,0,1959,182,4739,0,0,Online,Delivered,25,0,"Tuesday, 21 February, 2023",TUE,7
10982,0,2041,152,289,110,110,Cash,Delivered,40,5,"Friday, 24 February, 2023",FRI,6
10713,0,5091,182,4989,890,890,Cash,Delivered,40,10,"Wednesday, 22 February, 2023",WED,2
12070,0,2696,152,4739,220,220,Cash,Delivered,55,5,"Saturday, 4 March, 2023",SAT,7
10912,0,978,134,4739,205,205,Cash,Delivered,35,0,"Thursday, 23 February, 2023",THU,13
11304,1,2822,182,3710,80,80,Online,Delivered,12,10,"Sunday, 26 February, 2023",SUN,13
10866,0,2037,182,4989,0,0,Cash,Delivered,30,10,"Thursday, 23 February, 2023",THU,6
11362,0,4679,135,4989,220,220,Cash,Delivered,25,0,"Monday, 27 February, 2023",MON,6
11047,0,2373,143,4739,48,48,Cash,Delivered,10,0,"Friday, 24 February, 2023",FRI,14
11161,0,996,134,227,190,190,Cash,Delivered,25,0,"Saturday, 25 February, 2023",SAT,14
11216,0,4988,135,3710,138,138,Cash,Delivered,20,0,"Sunday, 26 February, 2023",SUN,3
11260,0,2752,197,834,288,288,Cash,Delivered,25,10,"Sunday, 26 February, 2023",SUN,8
11301,1,43,137,4133,180,180,Cash,Delivered,15,5,"Sunday, 26 February, 2023",SUN,13
11302,1,2822,152,3710,65,65,Online,Delivered,12,0,"Sunday, 26 February, 2023",SUN,13
16583,1,4630,139,3710,350,350,Cash,Delivered,12,0,"Monday, 3 April, 2023",MON,7
10794,1,1486,208,4989,125,125,Online,Delivered,15,10,"Wednesday, 22 February, 2023",WED,13
16918,1,2703,135,4739,220,220,Cash,Delivered,13,0,"Wednesday, 5 April, 2023",WED,16
13188,0,508,139,227,444,444,Cash,Delivered,35,0,"Saturday, 11 March, 2023",SAT,13
13053,0,5804,134,3710,130,130,Cash,Delivered,30,0,"Friday, 10 March, 2023",FRI,15
12802,0,3742,207,3878,0,,,Cancelled,0,0,"Thursday, 9 March, 2023",THU,6
13320,1,242,158,1054,110,110,Cash,Delivered,15,10,"Sunday, 12 March, 2023",SUN,6
13319,1,242,142,1054,430,430,Cash,Delivered,15,0,"Sunday, 12 March, 2023",SUN,6
13583,0,4657,182,289,40,40,Cash,Delivered,30,5,"Tuesday, 14 March, 2023",TUE,2
13750,0,3255,180,4989,3050,3050,Cash,Delivered,30,10,"Wednesday, 15 March, 2023",WED,4
13908,0,5942,171,3489,0,0,Cash,Delivered,15,0,"Thursday, 16 March, 2023",THU,5
13443,0,4593,135,227,50,50,Online,Delivered,0,0,"Sunday, 12 March, 2023",SUN,15
12688,0,2981,138,4270,115,115,Cash,Delivered,25,5,"Wednesday, 8 March, 2023",WED,8
14618,0,4451,136,3710,360,360,Cash,Delivered,20,0,"Monday, 20 March, 2023",MON,15
14246,0,5412,7,1054,110,110,Cash,Delivered,20,5,"Saturday, 18 March, 2023",SAT,7
14414,0,5328,152,4739,150,150,Cash,Delivered,55,5,"Sunday, 19 March, 2023",SUN,7
14073,0,289,152,4989,110,110,Cash,Delivered,20,5,"Friday, 17 March, 2023",FRI,6
12925,0,2822,152,4739,100,100,Online,Delivered,30,5,"Friday, 10 March, 2023",FRI,2
15481,1,708,134,289,170,170,Cash,Delivered,20,0,"Sunday, 26 March, 2023",SUN,14
15181,0,2643,139,3710,660,660,Cash,Delivered,20,0,"Friday, 24 March, 2023",FRI,15
15482,1,708,197,289,69,69,Cash,Delivered,20,10,"Sunday, 26 March, 2023",SUN,14
14765,0,6021,137,3710,120,120,Cash,Delivered,20,5,"Tuesday, 21 March, 2023",TUE,15
14880,0,2814,137,834,290,290,Cash,Delivered,30,5,"Wednesday, 22 March, 2023",WED,14
16032,1,2753,138,3710,195,195,Cash,Delivered,15,5,"Thursday, 30 March, 2023",THU,13
15036,0,3464,135,4133,100,100,Cash,Delivered,25,0,"Thursday, 23 March, 2023",THU,15
15624,0,6086,197,3710,478,478,Cash,Delivered,20,0,"Monday, 27 March, 2023",MON,14
15330,0,4678,196,3710,300,300,Cash,Delivered,25,0,"Saturday, 25 March, 2023",SAT,15
15746,1,2822,151,4133,86,86,Online,Delivered,14,15,"Tuesday, 28 March, 2023",TUE,12
15885,0,4911,134,227,110,110,Cash,Delivered,25,0,"Wednesday, 29 March, 2023",WED,11
10175,1,5514,134,4739,270,270,Cash,Delivered,13,0,"Friday, 17 February, 2023",FRI,14
16176,0,2627,134,4739,199,199,Cash,Delivered,20,0,"Friday, 31 March, 2023",FRI,14
10176,1,5514,146,4739,48,48,Cash,Delivered,13,5,"Friday, 17 February, 2023",FRI,14
15745,1,2822,182,4133,60,60,Online,Delivered,14,0,"Tuesday, 28 March, 2023",TUE,12
15744,1,2822,152,4133,70,70,Online,Delivered,14,0,"Tuesday, 28 March, 2023",TUE,12
16031,1,2753,143,3710,380,380,Cash,Delivered,15,0,"Thursday, 30 March, 2023",THU,13
16320,0,2272,8,289,210,210,Cash,Delivered,20,0,"Saturday, 1 April, 2023",SAT,14
16461,0,4463,138,227,130,130,Cash,Delivered,20,0,"Sunday, 2 April, 2023",SUN,8
